0.281011,-0.0699099,-0.115218,-0.689199,-0.527252,-0.0996639,-0.390533,-0.403507,0.364297,-0.0574059
-0.0614059,-0.712813,-1.04303,-0.691978,-0.111758,-0.206236,-0.289482,-0.0416898,-0.194,-0.279268
0.0440018,0.0124834,-0.60532,-0.749377,0.178318,-0.219138,-0.0206702,-0.132102,0.305403,0.426196
-0.128027,0.362011,0.421329,-0.186997,-0.253113,-0.202977,0.287963,-0.0790513,-0.280955,0.359
-0.0734521,0.13417,0.462141,0.616226,0.692942,-0.479268,-0.320924,0.289347,-0.275802,0.428
0.268181,-0.0437374,0.264925,0.67354,0.975025,-0.490958,-0.264823,0.22534,-0.187628,-0.0404916
-0.00199907,0.0785374,0.0236108,0.347557,1.39927,0.918714,0.385527,-0.560638,-0.452168,-0.157865
0.122,-0.306567,-0.22631,-0.23482,0.641504,1.05006,0.146559,-0.23979,-0.590884,-0.052536
0.0254641,0.223155,-0.789956,-0.0412159,-0.349354,0.529622,-0.386051,-0.843502,-0.417138,0.471218
0.378341,0.423805,-0.0217324,-0.60918,0.211901,0.738042,0.216452,-0.634695,0.25319,-0.433486
